company_id,flight_number,scheduled_departure_date_local,scheduled_departure_station_code,scheduled_arrival_station_code,scheduled_departure_datetime_local,scheduled_arrival_datetime_local,actual_departure_datetime_local,actual_arrival_datetime_local,total_seats,fleet_type,carrier,scheduled_ground_time_minutes,actual_ground_time_minutes,minimum_turn_minutes,departure_delay_minutes,pax_load,load_factor,transfer_bags,origin_bags,total_checked_bags,transfer_bag_ratio,total_ssr_count,ssr_category
G7,4186,2025-08-04,ORD,MLI,2025-08-04 20:20:00+00:00,2025-08-04 21:37:00+00:00,2025-08-04 20:09:00+00:00,2025-08-04 21:28:00+00:00,50,CRJ-550,Express,115,83,29,-11.0,48,0.96,33.0,3.0,36.0,0.9166666666666666,5.0,Medium SSR (1-5)
UA,793,2025-08-11,ORD,DFW,2025-08-11 16:20:00+00:00,2025-08-11 18:58:00+00:00,2025-08-11 16:21:00+00:00,2025-08-11 18:41:00+00:00,126,A319-100,Mainline,64,68,43,1.0,126,1.0,63.0,38.0,101.0,0.6237623762376238,1.0,Medium SSR (1-5)
UA,2635,2025-08-05,ORD,CLT,2025-08-05 14:02:00+00:00,2025-08-05 17:12:00+00:00,2025-08-05 14:01:00+00:00,2025-08-05 17:23:00+00:00,126,A319-100,Mainline,65,55,43,-1.0,124,0.984126984126984,24.0,39.0,63.0,0.3809523809523809,3.0,Medium SSR (1-5)
UA,763,2025-08-13,ORD,PWM,2025-08-13 10:58:00+00:00,2025-08-13 14:24:00+00:00,2025-08-13 10:54:00+00:00,2025-08-13 14:02:00+00:00,166,B737-800,Mainline,73,82,51,-4.0,150,0.9036144578313252,54.0,40.0,94.0,0.574468085106383,2.0,Medium SSR (1-5)
G7,4585,2025-08-11,ORD,DAY,2025-08-11 10:55:00+00:00,2025-08-11 13:18:00+00:00,2025-08-11 10:50:00+00:00,2025-08-11 13:32:00+00:00,50,CRJ-550,Express,62,69,29,-5.0,48,0.96,19.0,5.0,24.0,0.7916666666666666,0.0,Low SSR (0)
UA,2104,2025-08-08,ORD,BOS,2025-08-08 06:00:00+00:00,2025-08-08 09:26:00+00:00,2025-08-08 05:56:00+00:00,2025-08-08 09:24:00+00:00,179,B737-MAX9,Mainline,330,334,56,-4.0,160,0.8938547486033519,12.0,60.0,72.0,0.1666666666666666,2.0,Medium SSR (1-5)
OO,5124,2025-08-15,ORD,EAU,2025-08-15 21:07:00+00:00,2025-08-15 22:30:00+00:00,2025-08-15 21:19:00+00:00,2025-08-15 23:24:00+00:00,50,CRJ-200,Express,57,52,29,12.0,40,0.8,20.0,18.0,38.0,0.5263157894736842,1.0,Medium SSR (1-5)
OO,5795,2025-08-15,ORD,TUL,2025-08-15 09:00:00+00:00,2025-08-15 11:12:00+00:00,2025-08-15 08:56:00+00:00,2025-08-15 10:43:00+00:00,76,ERJ-175,Express,69,67,34,-4.0,58,0.7631578947368421,46.0,1.0,47.0,0.9787234042553192,2.0,Medium SSR (1-5)
YX,3468,2025-08-07,ORD,BGR,2025-08-07 11:50:00+00:00,2025-08-07 15:39:00+00:00,2025-08-07 11:42:00+00:00,2025-08-07 15:13:00+00:00,70,ERJ-170,Express,47,64,34,-8.0,69,0.9857142857142858,12.0,25.0,37.0,0.3243243243243243,1.0,Medium SSR (1-5)
G7,4461,2025-08-01,ORD,ABE,2025-08-01 13:51:00+00:00,2025-08-01 17:00:00+00:00,2025-08-01 14:11:00+00:00,2025-08-01 16:52:00+00:00,50,CRJ-550,Express,106,93,29,20.0,50,1.0,4.0,14.0,18.0,0.2222222222222222,2.0,Medium SSR (1-5)
G7,4481,2025-08-03,ORD,GRR,2025-08-03 07:00:00+00:00,2025-08-03 09:07:00+00:00,2025-08-03 06:54:00+00:00,2025-08-03 08:42:00+00:00,50,CRJ-550,Express,745,776,29,-6.0,49,0.98,37.0,1.0,38.0,0.9736842105263158,0.0,Low SSR (0)
YX,3655,2025-08-05,ORD,PIT,2025-08-05 12:50:00+00:00,2025-08-05 15:28:00+00:00,2025-08-05 12:46:00+00:00,2025-08-05 15:17:00+00:00,76,ERJ-175,Express,45,57,34,-4.0,72,0.9473684210526316,40.0,17.0,57.0,0.7017543859649122,1.0,Medium SSR (1-5)
UA,2666,2025-08-06,ORD,DEN,2025-08-06 05:00:00+00:00,2025-08-06 06:43:00+00:00,2025-08-06 04:55:00+00:00,2025-08-06 06:35:00+00:00,200,A321-2NX,Mainline,520,480,62,-5.0,170,0.85,10.0,83.0,93.0,0.1075268817204301,2.0,Medium SSR (1-5)
YX,3433,2025-08-11,ORD,CVG,2025-08-11 16:35:00+00:00,2025-08-11 19:02:00+00:00,2025-08-11 16:39:00+00:00,2025-08-11 18:57:00+00:00,76,ERJ-175,Express,45,74,39,4.0,75,0.986842105263158,41.0,20.0,61.0,0.6721311475409836,3.0,Medium SSR (1-5)
UA,1113,2025-08-09,ORD,ALB,2025-08-09 11:59:00+00:00,2025-08-09 15:09:00+00:00,2025-08-09 11:59:00+00:00,2025-08-09 14:55:00+00:00,126,A319-100,Mainline,150,145,43,0.0,120,0.9523809523809524,70.0,30.0,100.0,0.7,0.0,Low SSR (0)
G7,4481,2025-08-07,ORD,GRR,2025-08-07 07:00:00+00:00,2025-08-07 09:07:00+00:00,2025-08-07 06:54:00+00:00,2025-08-07 08:51:00+00:00,50,CRJ-550,Express,897,915,29,-6.0,27,0.54,15.0,2.0,17.0,0.8823529411764706,0.0,Low SSR (0)
UA,1693,2025-08-07,ORD,DCA,2025-08-07 13:55:00+00:00,2025-08-07 17:01:00+00:00,2025-08-07 14:50:00+00:00,2025-08-07 18:06:00+00:00,126,A319-100,Mainline,58,42,43,55.0,87,0.6904761904761905,23.0,11.0,34.0,0.6764705882352942,1.0,Medium SSR (1-5)
OO,5668,2025-08-01,ORD,MKE,2025-08-01 14:09:00+00:00,2025-08-01 15:10:00+00:00,2025-08-01 14:24:00+00:00,2025-08-01 15:21:00+00:00,50,CRJ-550,Express,54,28,29,15.0,50,1.0,32.0,1.0,33.0,0.9696969696969696,2.0,Medium SSR (1-5)
UA,2649,2025-08-06,ORD,EWR,2025-08-06 14:27:00+00:00,2025-08-06 18:01:00+00:00,2025-08-06 14:19:00+00:00,2025-08-06 17:36:00+00:00,176,B757-200,Mainline,162,180,64,-8.0,165,0.9375,22.0,63.0,85.0,0.2588235294117647,4.0,Medium SSR (1-5)
OO,5984,2025-08-08,ORD,BIL,2025-08-08 09:20:00+00:00,2025-08-08 11:36:00+00:00,2025-08-08 09:15:00+00:00,2025-08-08 11:39:00+00:00,76,ERJ-175,Express,75,92,34,-5.0,76,1.0,32.0,14.0,46.0,0.6956521739130435,0.0,Low SSR (0)
G7,4481,2025-08-05,ORD,GRR,2025-08-05 07:00:00+00:00,2025-08-05 09:07:00+00:00,2025-08-05 06:55:00+00:00,2025-08-05 08:51:00+00:00,50,CRJ-550,Express,644,621,29,-5.0,49,0.98,28.0,1.0,29.0,0.9655172413793104,0.0,Low SSR (0)
UA,556,2025-08-08,ORD,CLT,2025-08-08 07:00:00+00:00,2025-08-08 10:12:00+00:00,2025-08-08 06:54:00+00:00,2025-08-08 09:47:00+00:00,179,B737-900,Mainline,447,458,56,-6.0,83,0.4636871508379888,35.0,17.0,52.0,0.6730769230769231,5.0,Medium SSR (1-5)
UA,1980,2025-08-05,ORD,LGA,2025-08-05 06:00:00+00:00,2025-08-05 09:11:00+00:00,2025-08-05 05:57:00+00:00,2025-08-05 08:58:00+00:00,166,B737-800,Mainline,190,76,51,-3.0,157,0.9457831325301204,7.0,42.0,49.0,0.1428571428571428,1.0,Medium SSR (1-5)
YX,3493,2025-08-08,ORD,DTW,2025-08-08 21:25:00+00:00,2025-08-08 23:57:00+00:00,2025-08-08 21:35:00+00:00,2025-08-09 00:02:00+00:00,76,ERJ-175,Express,60,99,34,10.0,38,0.5,15.0,8.0,23.0,0.6521739130434783,0.0,Low SSR (0)
OO,5977,2025-08-12,ORD,ICT,2025-08-12 12:45:00+00:00,2025-08-12 14:48:00+00:00,2025-08-12 13:32:00+00:00,2025-08-12 15:43:00+00:00,76,ERJ-175,Express,47,58,34,47.0,70,0.9210526315789472,15.0,9.0,24.0,0.625,4.0,Medium SSR (1-5)
UA,2347,2025-08-11,ORD,CLE,2025-08-11 21:13:00+00:00,2025-08-11 23:39:00+00:00,2025-08-11 21:16:00+00:00,2025-08-12 00:11:00+00:00,126,B737-700,Mainline,57,59,43,3.0,110,0.873015873015873,57.0,14.0,71.0,0.8028169014084507,1.0,Medium SSR (1-5)
YX,3536,2025-08-04,ORD,YUL,2025-08-04 07:15:00+00:00,2025-08-04 10:40:00+00:00,2025-08-04 07:18:00+00:00,2025-08-04 10:26:00+00:00,70,ERJ-170,Express,45,84,42,3.0,70,1.0,17.0,36.0,53.0,0.320754716981132,0.0,Low SSR (0)
G7,4529,2025-08-10,ORD,SGF,2025-08-10 08:55:00+00:00,2025-08-10 10:48:00+00:00,2025-08-10 08:54:00+00:00,2025-08-10 10:50:00+00:00,50,CRJ-550,Express,50,72,29,-1.0,47,0.94,34.0,7.0,41.0,0.8292682926829268,3.0,Medium SSR (1-5)
UA,987,2025-08-05,ORD,CDG,2025-08-05 18:00:00+00:00,2025-08-06 09:20:00+00:00,2025-08-05 18:36:00+00:00,2025-08-06 09:41:00+00:00,318,B787-10,Mainline,290,302,155,36.0,257,0.8081761006289309,62.0,123.0,185.0,0.3351351351351351,6.0,High SSR (>5)
G7,4468,2025-08-05,ORD,LEX,2025-08-05 21:20:00+00:00,2025-08-05 23:50:00+00:00,2025-08-05 21:36:00+00:00,2025-08-05 23:47:00+00:00,50,CRJ-550,Express,62,32,29,16.0,39,0.78,22.0,4.0,26.0,0.8461538461538461,1.0,Medium SSR (1-5)
UA,758,2025-08-01,ORD,EWR,2025-08-01 10:35:00+00:00,2025-08-01 13:52:00+00:00,2025-08-01 10:52:00+00:00,2025-08-01 13:52:00+00:00,179,B737-900,Mainline,67,105,56,17.0,179,1.0,14.0,103.0,117.0,0.1196581196581196,8.0,High SSR (>5)
OO,5624,2025-08-08,ORD,LEX,2025-08-08 17:50:00+00:00,2025-08-08 20:21:00+00:00,2025-08-08 17:48:00+00:00,2025-08-08 20:14:00+00:00,76,ERJ-175,Express,65,61,34,-2.0,59,0.7763157894736842,29.0,3.0,32.0,0.90625,0.0,Low SSR (0)
OO,5577,2025-08-03,ORD,JAX,2025-08-03 07:00:00+00:00,2025-08-03 10:39:00+00:00,2025-08-03 06:55:00+00:00,2025-08-03 10:35:00+00:00,76,ERJ-175,Express,842,803,70,-5.0,73,0.9605263157894736,18.0,31.0,49.0,0.3673469387755102,2.0,Medium SSR (1-5)
UA,1834,2025-08-05,ORD,TPA,2025-08-05 11:12:00+00:00,2025-08-05 15:02:00+00:00,2025-08-05 11:05:00+00:00,2025-08-05 14:40:00+00:00,166,B737-800,Mainline,87,84,51,-7.0,166,1.0,18.0,89.0,107.0,0.1682242990654205,3.0,Medium SSR (1-5)
OO,5557,2025-08-08,ORD,OKC,2025-08-08 09:15:00+00:00,2025-08-08 11:54:00+00:00,2025-08-08 09:08:00+00:00,2025-08-08 11:12:00+00:00,76,ERJ-175,Express,73,67,34,-7.0,73,0.9605263157894736,36.0,23.0,59.0,0.6101694915254238,0.0,Low SSR (0)
UA,1215,2025-08-11,ORD,ANC,2025-08-11 09:25:00+00:00,2025-08-11 13:17:00+00:00,2025-08-11 09:22:00+00:00,2025-08-11 13:27:00+00:00,166,B737-MAX8,Mainline,81,75,51,-3.0,136,0.8192771084337349,102.0,22.0,124.0,0.8225806451612904,3.0,Medium SSR (1-5)
G7,4482,2025-08-05,ORD,TUL,2025-08-05 15:35:00+00:00,2025-08-05 17:35:00+00:00,2025-08-05 15:31:00+00:00,2025-08-05 17:15:00+00:00,50,CRJ-550,Express,67,59,29,-4.0,50,1.0,16.0,5.0,21.0,0.7619047619047619,3.0,Medium SSR (1-5)
G7,4519,2025-08-05,ORD,SCE,2025-08-05 18:20:00+00:00,2025-08-05 21:24:00+00:00,2025-08-05 18:13:00+00:00,2025-08-05 20:51:00+00:00,50,CRJ-550,Express,70,85,29,-7.0,50,1.0,41.0,3.0,44.0,0.9318181818181818,3.0,Medium SSR (1-5)
UA,1198,2025-08-08,ORD,CUN,2025-08-08 09:21:00+00:00,2025-08-08 13:14:00+00:00,2025-08-08 09:14:00+00:00,2025-08-08 13:13:00+00:00,179,B737-900,Mainline,98,109,70,-7.0,179,1.0,12.0,117.0,129.0,0.0930232558139534,3.0,Medium SSR (1-5)
UA,602,2025-08-06,ORD,PHX,2025-08-06 20:05:00+00:00,2025-08-06 21:55:00+00:00,2025-08-06 23:04:00+00:00,2025-08-07 00:33:00+00:00,179,B737-MAX9,Mainline,83,163,56,179.0,137,0.7653631284916201,48.0,40.0,88.0,0.5454545454545454,1.0,Medium SSR (1-5)
UA,533,2025-08-05,ORD,OMA,2025-08-05 20:13:00+00:00,2025-08-05 21:52:00+00:00,2025-08-05 21:41:00+00:00,2025-08-05 23:09:00+00:00,150,A320-200,Mainline,1623,1703,46,88.0,146,0.9733333333333334,100.0,21.0,121.0,0.8264462809917356,1.0,Medium SSR (1-5)
UA,2302,2025-08-05,ORD,BWI,2025-08-05 07:00:00+00:00,2025-08-05 10:03:00+00:00,2025-08-05 06:53:00+00:00,2025-08-05 09:38:00+00:00,150,A320-200,Mainline,657,559,54,-7.0,126,0.84,31.0,26.0,57.0,0.543859649122807,1.0,Medium SSR (1-5)
OO,5269,2025-08-09,ORD,PIA,2025-08-09 13:55:00+00:00,2025-08-09 15:03:00+00:00,2025-08-09 14:07:00+00:00,2025-08-09 15:11:00+00:00,50,CRJ-200,Express,110,122,29,12.0,50,1.0,28.0,15.0,43.0,0.6511627906976745,1.0,Medium SSR (1-5)
YX,3569,2025-08-15,ORD,DTW,2025-08-15 13:00:00+00:00,2025-08-15 15:32:00+00:00,2025-08-15 12:57:00+00:00,2025-08-15 15:13:00+00:00,76,ERJ-175,Express,55,70,34,-3.0,73,0.9605263157894736,29.0,16.0,45.0,0.6444444444444445,0.0,Low SSR (0)
OO,5585,2025-08-08,ORD,ATW,2025-08-08 12:57:00+00:00,2025-08-08 14:08:00+00:00,2025-08-08 12:52:00+00:00,2025-08-08 14:10:00+00:00,50,CRJ-550,Express,53,53,29,-5.0,49,0.98,22.0,2.0,24.0,0.9166666666666666,0.0,Low SSR (0)
OO,5819,2025-08-15,ORD,DLH,2025-08-15 09:00:00+00:00,2025-08-15 10:51:00+00:00,2025-08-15 10:31:00+00:00,2025-08-15 12:37:00+00:00,50,CRJ-550,Express,74,179,29,91.0,49,0.98,27.0,5.0,32.0,0.84375,1.0,Medium SSR (1-5)
UA,2251,2025-08-03,ORD,PIT,2025-08-03 10:35:00+00:00,2025-08-03 13:14:00+00:00,2025-08-03 10:37:00+00:00,2025-08-03 12:54:00+00:00,126,A319-100,Mainline,70,53,43,2.0,126,1.0,11.0,27.0,38.0,0.2894736842105263,1.0,Medium SSR (1-5)
UA,1168,2025-08-10,ORD,SFO,2025-08-10 15:54:00+00:00,2025-08-10 18:44:00+00:00,2025-08-10 17:04:00+00:00,2025-08-10 19:25:00+00:00,200,A321-2NX,Mainline,72,74,62,70.0,200,1.0,69.0,58.0,127.0,0.5433070866141733,1.0,Medium SSR (1-5)
UA,291,2025-08-03,ORD,BDL,2025-08-03 18:15:00+00:00,2025-08-03 21:36:00+00:00,2025-08-03 19:26:00+00:00,2025-08-03 22:29:00+00:00,126,A319-100,Mainline,65,124,51,71.0,126,1.0,45.0,25.0,70.0,0.6428571428571429,1.0,Medium SSR (1-5)
UA,622,2025-08-12,ORD,DEN,2025-08-12 13:04:00+00:00,2025-08-12 14:46:00+00:00,2025-08-12 13:38:00+00:00,2025-08-12 15:03:00+00:00,364,B777-2HD,Mainline,99,95,87,34.0,364,1.0,103.0,147.0,250.0,0.412,12.0,High SSR (>5)
OO,5847,2025-08-13,ORD,DSM,2025-08-13 16:20:00+00:00,2025-08-13 17:49:00+00:00,2025-08-13 16:45:00+00:00,2025-08-13 18:00:00+00:00,76,ERJ-175,Express,132,141,34,25.0,75,0.986842105263158,72.0,9.0,81.0,0.8888888888888888,0.0,Low SSR (0)
UA,2483,2025-08-02,ORD,IAH,2025-08-02 10:35:00+00:00,2025-08-02 13:29:00+00:00,2025-08-02 11:19:00+00:00,2025-08-02 14:03:00+00:00,179,B737-MAX9,Mainline,65,65,56,44.0,179,1.0,62.0,64.0,126.0,0.492063492063492,5.0,Medium SSR (1-5)
UA,1909,2025-08-05,ORD,TVC,2025-08-05 10:51:00+00:00,2025-08-05 13:06:00+00:00,2025-08-05 11:01:00+00:00,2025-08-05 13:01:00+00:00,179,B737-MAX9,Mainline,4,43,56,10.0,125,0.6983240223463687,66.0,9.0,75.0,0.88,1.0,Medium SSR (1-5)
UA,1946,2025-08-03,ORD,LGA,2025-08-03 15:00:00+00:00,2025-08-03 18:20:00+00:00,2025-08-03 15:30:00+00:00,2025-08-03 18:39:00+00:00,166,B737-800,Mainline,5,54,51,30.0,166,1.0,0.0,58.0,58.0,0.0,0.0,Low SSR (0)
G7,4188,2025-08-06,ORD,GSO,2025-08-06 18:10:00+00:00,2025-08-06 21:17:00+00:00,2025-08-06 18:05:00+00:00,2025-08-06 21:10:00+00:00,50,CRJ-550,Express,71,88,29,-5.0,40,0.8,12.0,1.0,13.0,0.9230769230769232,1.0,Medium SSR (1-5)
UA,881,2025-08-14,ORD,HND,2025-08-14 12:50:00+00:00,2025-08-15 15:55:00+00:00,2025-08-14 14:02:00+00:00,2025-08-15 17:45:00+00:00,318,B787-10,Mainline,110,188,155,72.0,203,0.6383647798742138,156.0,51.0,207.0,0.7536231884057971,4.0,Medium SSR (1-5)
YX,3525,2025-08-11,ORD,YYZ,2025-08-11 16:43:00+00:00,2025-08-11 19:37:00+00:00,2025-08-11 16:51:00+00:00,2025-08-11 19:37:00+00:00,76,ERJ-175,Express,58,90,42,8.0,73,0.9605263157894736,17.0,26.0,43.0,0.3953488372093023,1.0,Medium SSR (1-5)
YX,3690,2025-08-15,ORD,IND,2025-08-15 15:40:00+00:00,2025-08-15 17:53:00+00:00,2025-08-15 15:34:00+00:00,2025-08-15 17:42:00+00:00,76,ERJ-175,Express,57,49,34,-6.0,62,0.8157894736842105,37.0,5.0,42.0,0.8809523809523809,1.0,Medium SSR (1-5)
UA,1413,2025-08-13,ORD,LGA,2025-08-13 08:55:00+00:00,2025-08-13 12:15:00+00:00,2025-08-13 08:52:00+00:00,2025-08-13 12:20:00+00:00,166,B737-800,Mainline,63,57,51,-3.0,107,0.6445783132530121,16.0,48.0,64.0,0.25,0.0,Low SSR (0)
OO,5964,2025-08-11,ORD,CID,2025-08-11 17:57:00+00:00,2025-08-11 19:13:00+00:00,2025-08-11 17:52:00+00:00,2025-08-11 19:17:00+00:00,76,ERJ-175,Express,58,68,34,-5.0,74,0.9736842105263158,41.0,10.0,51.0,0.803921568627451,2.0,Medium SSR (1-5)
OO,5557,2025-08-07,ORD,OKC,2025-08-07 09:15:00+00:00,2025-08-07 11:54:00+00:00,2025-08-07 09:48:00+00:00,2025-08-07 12:03:00+00:00,76,ERJ-175,Express,-16,31,39,33.0,69,0.9078947368421052,25.0,5.0,30.0,0.8333333333333334,3.0,Medium SSR (1-5)
YX,3498,2025-08-11,ORD,CVG,2025-08-11 07:10:00+00:00,2025-08-11 09:35:00+00:00,2025-08-11 07:08:00+00:00,2025-08-11 09:25:00+00:00,76,ERJ-175,Express,45,47,34,-2.0,61,0.8026315789473685,9.0,18.0,27.0,0.3333333333333333,1.0,Medium SSR (1-5)
UA,1594,2025-08-07,ORD,ABQ,2025-08-07 09:20:00+00:00,2025-08-07 11:32:00+00:00,2025-08-07 09:33:00+00:00,2025-08-07 11:34:00+00:00,126,A319-100,Mainline,95,126,43,13.0,126,1.0,34.0,49.0,83.0,0.4096385542168674,5.0,Medium SSR (1-5)
G7,4474,2025-08-07,ORD,AVL,2025-08-07 07:25:00+00:00,2025-08-07 10:21:00+00:00,2025-08-07 07:24:00+00:00,2025-08-07 10:22:00+00:00,50,CRJ-550,Express,990,1006,29,-1.0,37,0.74,17.0,13.0,30.0,0.5666666666666667,0.0,Low SSR (0)
OO,5038,2025-08-05,ORD,PLN,2025-08-05 11:05:00+00:00,2025-08-05 13:28:00+00:00,2025-08-05 11:01:00+00:00,2025-08-05 13:23:00+00:00,50,CRJ-200,Express,88,78,29,-4.0,41,0.82,20.0,22.0,42.0,0.4761904761904761,3.0,Medium SSR (1-5)
OO,4645,2025-08-14,ORD,FWA,2025-08-14 11:05:00+00:00,2025-08-14 13:17:00+00:00,2025-08-14 13:14:00+00:00,2025-08-14 15:16:00+00:00,50,CRJ-200,Express,-60,34,29,129.0,40,0.8,33.0,19.0,52.0,0.6346153846153846,2.0,Medium SSR (1-5)
G7,4542,2025-08-10,ORD,LIT,2025-08-10 20:05:00+00:00,2025-08-10 22:16:00+00:00,2025-08-10 19:59:00+00:00,2025-08-10 21:58:00+00:00,50,CRJ-550,Express,70,76,29,-6.0,49,0.98,25.0,8.0,33.0,0.7575757575757576,2.0,Medium SSR (1-5)
OO,5269,2025-08-11,ORD,PIA,2025-08-11 13:55:00+00:00,2025-08-11 15:03:00+00:00,2025-08-11 13:58:00+00:00,2025-08-11 14:47:00+00:00,50,CRJ-200,Express,110,144,29,3.0,50,1.0,21.0,28.0,49.0,0.4285714285714285,0.0,Low SSR (0)
OO,5379,2025-08-09,ORD,SYR,2025-08-09 13:45:00+00:00,2025-08-09 16:49:00+00:00,2025-08-09 16:13:00+00:00,2025-08-09 19:26:00+00:00,76,ERJ-175,Express,40,147,34,148.0,74,0.9736842105263158,36.0,19.0,55.0,0.6545454545454545,3.0,Medium SSR (1-5)
G7,4380,2025-08-11,ORD,SYR,2025-08-11 07:05:00+00:00,2025-08-11 10:09:00+00:00,2025-08-11 08:51:00+00:00,2025-08-11 12:02:00+00:00,50,CRJ-550,Express,-60,46,29,106.0,47,0.94,21.0,7.0,28.0,0.75,0.0,Low SSR (0)
UA,481,2025-08-15,ORD,RNO,2025-08-15 19:52:00+00:00,2025-08-15 22:19:00+00:00,2025-08-15 19:51:00+00:00,2025-08-15 22:14:00+00:00,126,B737-700,Mainline,91,94,43,-1.0,97,0.7698412698412699,35.0,23.0,58.0,0.603448275862069,3.0,Medium SSR (1-5)
UA,1146,2025-08-01,ORD,MBJ,2025-08-01 08:42:00+00:00,2025-08-01 12:49:00+00:00,2025-08-01 08:45:00+00:00,2025-08-01 12:46:00+00:00,166,B737-800,Mainline,41,63,65,3.0,161,0.9698795180722892,43.0,72.0,115.0,0.3739130434782609,2.0,Medium SSR (1-5)
UA,2147,2025-08-12,ORD,ALB,2025-08-12 18:30:00+00:00,2025-08-12 21:42:00+00:00,2025-08-12 19:30:00+00:00,2025-08-12 23:07:00+00:00,126,A319-100,Mainline,100,78,43,60.0,80,0.6349206349206349,61.0,6.0,67.0,0.9104477611940298,1.0,Medium SSR (1-5)
UA,2418,2025-08-07,ORD,PHL,2025-08-07 07:35:00+00:00,2025-08-07 10:47:00+00:00,2025-08-07 07:40:00+00:00,2025-08-07 10:41:00+00:00,150,A320-200,Mainline,720,726,110,5.0,144,0.96,34.0,44.0,78.0,0.4358974358974359,3.0,Medium SSR (1-5)
OO,5353,2025-08-01,ORD,GRR,2025-08-01 09:05:00+00:00,2025-08-01 11:17:00+00:00,2025-08-01 08:55:00+00:00,2025-08-01 11:13:00+00:00,50,CRJ-550,Express,79,74,29,-10.0,48,0.96,34.0,0.0,34.0,1.0,0.0,Low SSR (0)
UA,2067,2025-08-01,ORD,BOS,2025-08-01 07:27:00+00:00,2025-08-01 10:54:00+00:00,2025-08-01 07:54:00+00:00,2025-08-01 11:02:00+00:00,150,A320-200,Mainline,712,744,110,27.0,150,1.0,6.0,73.0,79.0,0.0759493670886076,0.0,Low SSR (0)
UA,2649,2025-08-08,ORD,EWR,2025-08-08 14:27:00+00:00,2025-08-08 18:01:00+00:00,2025-08-08 14:30:00+00:00,2025-08-08 17:46:00+00:00,176,B757-200,Mainline,162,186,64,3.0,176,1.0,35.0,73.0,108.0,0.324074074074074,7.0,High SSR (>5)
UA,970,2025-08-05,ORD,FCO,2025-08-05 15:50:00+00:00,2025-08-06 07:55:00+00:00,2025-08-05 16:16:00+00:00,2025-08-06 08:14:00+00:00,318,B787-10,Mainline,160,181,155,26.0,164,0.5157232704402516,45.0,75.0,120.0,0.375,5.0,Medium SSR (1-5)
UA,1306,2025-08-05,ORD,TPA,2025-08-05 07:30:00+00:00,2025-08-05 11:21:00+00:00,2025-08-05 07:22:00+00:00,2025-08-05 11:05:00+00:00,179,B737-MAX9,Mainline,480,465,56,-8.0,179,1.0,19.0,60.0,79.0,0.240506329113924,2.0,Medium SSR (1-5)
UA,2862,2025-08-15,ORD,IAD,2025-08-15 10:50:00+00:00,2025-08-15 13:49:00+00:00,2025-08-15 10:45:00+00:00,2025-08-15 13:48:00+00:00,179,B737-900,Mainline,67,83,56,-5.0,153,0.8547486033519553,42.0,52.0,94.0,0.4468085106382978,6.0,High SSR (>5)
OO,5447,2025-08-08,ORD,PVD,2025-08-08 11:05:00+00:00,2025-08-08 14:39:00+00:00,2025-08-08 11:03:00+00:00,2025-08-08 14:21:00+00:00,70,ERJ-175,Express,925,879,34,-2.0,68,0.9714285714285714,21.0,25.0,46.0,0.4565217391304347,1.0,Medium SSR (1-5)
UA,600,2025-08-15,ORD,LAS,2025-08-15 14:40:00+00:00,2025-08-15 16:40:00+00:00,2025-08-15 14:35:00+00:00,2025-08-15 16:33:00+00:00,179,B737-900,Mainline,86,99,56,-5.0,163,0.9106145251396648,28.0,50.0,78.0,0.358974358974359,4.0,Medium SSR (1-5)
UA,288,2025-08-13,ORD,SNN,2025-08-13 18:05:00+00:00,2025-08-14 07:30:00+00:00,2025-08-13 18:54:00+00:00,2025-08-14 07:54:00+00:00,176,B757-200,Mainline,240,176,122,49.0,171,0.9715909090909092,71.0,61.0,132.0,0.5378787878787878,6.0,High SSR (>5)
OO,5699,2025-08-14,ORD,SAV,2025-08-14 18:18:00+00:00,2025-08-14 21:50:00+00:00,2025-08-14 18:17:00+00:00,2025-08-14 21:44:00+00:00,76,ERJ-175,Express,79,72,34,-1.0,67,0.881578947368421,24.0,24.0,48.0,0.5,1.0,Medium SSR (1-5)
UA,1044,2025-08-06,ORD,LAX,2025-08-06 09:05:00+00:00,2025-08-06 11:40:00+00:00,2025-08-06 09:02:00+00:00,2025-08-06 11:34:00+00:00,234,B757-300,Mainline,486,510,66,-3.0,222,0.9487179487179488,48.0,91.0,139.0,0.3453237410071942,6.0,High SSR (>5)
OO,5448,2025-08-07,ORD,FWA,2025-08-07 14:00:00+00:00,2025-08-07 16:12:00+00:00,2025-08-07 14:00:00+00:00,2025-08-07 16:02:00+00:00,50,CRJ-200,Express,132,126,29,0.0,30,0.6,16.0,9.0,25.0,0.64,2.0,Medium SSR (1-5)
OO,5037,2025-08-15,ORD,LAF,2025-08-15 12:14:00+00:00,2025-08-15 14:12:00+00:00,2025-08-15 12:11:00+00:00,2025-08-15 13:55:00+00:00,50,CRJ-200,Express,41,43,29,-3.0,27,0.54,23.0,11.0,34.0,0.6764705882352942,0.0,Low SSR (0)
G7,4461,2025-08-09,ORD,ABE,2025-08-09 13:51:00+00:00,2025-08-09 17:00:00+00:00,2025-08-09 13:41:00+00:00,2025-08-09 16:44:00+00:00,50,CRJ-550,Express,108,120,29,-10.0,44,0.88,17.0,4.0,21.0,0.8095238095238095,1.0,Medium SSR (1-5)
